SproutN,BunchN,ShootL,NodeN,SPAD06,SPAD07,SPAD08,LWC,ChlA,ChlB,Carot,Anth,Phenol
0.43453327,0.5208194,0.6696451,0.503344,0.7487276,0.46716252,0.5578559,0.21988389,0.80355656,0.42385077,0.566301,0.61782837,0.519623
0.5523157,0.9060752,0.44394535,0.4075239,0.2642513,0.3932892,0.65014654,0.47374088,0.56148314,0.5668155,0.55831385,0.40689334,0.50246185
0.5194434,0.38605815,0.4353367,0.6330943,0.49553582,0.6108941,0.50536376,0.3523512,0.6324587,0.47097766,0.80535746,0.51572263,0.4948852
0.3647598,0.67962676,0.59025556,0.5580876,0.58756876,0.548116,0.47428238,0.2310676,0.60503733,0.52518487,0.5797066,0.6855717,0.6708014
0.34704956,0.5899702,0.5913249,0.48908633,0.63207936,0.50749886,0.46767604,0.48316157,0.65506196,0.28553823,0.3842517,0.44688925,0.3982054
0.5549006,0.39077184,0.51326853,0.6343742,0.50402695,0.64687747,0.5805282,0.597214,0.69866526,0.44645318,0.6218669,0.5662745,0.5968372
0.4782311,0.64317703,0.51347923,0.41938806,0.49011764,0.36248308,0.49529856,0.33216244,0.4920293,0.32473934,0.46578017,0.45061186,0.40177903
0.47989509,0.4116675,0.38226134,0.49506593,0.5059218,0.5387869,0.56313807,0.5841658,0.5201011,0.39452165,0.5714734,0.43589765,0.42577577
0.5787639,0.2840607,0.4889025,0.5076309,0.50934285,0.55071175,0.78467304,0.5151139,0.72309756,0.2931968,0.6389885,0.3160589,0.30731317
0.5042835,0.57082134,0.6842519,0.48463836,0.5473777,0.45571432,0.54297453,0.34416878,0.36061677,0.41874546,0.40383333,0.55862236,0.5166902
0.60418755,0.647773,0.6329598,0.503194,0.54350585,0.44276494,0.53604704,0.42006373,0.49802607,0.42077228,0.4426763,0.5047622,0.47999328
0.482868,0.34665495,0.4229145,0.53999203,0.58038497,0.52933633,0.39149296,0.59024835,0.46194646,0.36899966,0.4830037,0.5891359,0.52925533
0.46541783,0.680782,0.62734973,0.644814,0.63577795,0.66569346,0.5699826,0.26030535,0.5628383,0.546554,0.65090907,0.5993188,0.610305
0.43976966,0.63015443,0.5681431,0.45497534,0.6204376,0.38850072,0.35793167,0.47678757,0.6993108,0.31027076,0.35530767,0.5222717,0.44397324
0.46451858,0.8218718,0.48631477,0.4255818,0.39535445,0.3832872,0.45750386,0.4402985,0.51638997,0.50609434,0.44222614,0.5598002,0.58927405
0.6576548,0.27888376,0.5259569,0.56175995,0.6287769,0.6049877,0.783245,0.64694387,0.70112693,0.26922172,0.5418672,0.36190915,0.35688692
0.71697456,0.44943765,0.529253,0.6807771,0.5757915,0.67789644,0.6019706,0.5281774,0.52842975,0.65634525,0.75890255,0.5162996,0.51980644
0.4600378,0.7412297,0.45541966,0.42214987,0.516087,0.33182257,0.3236282,0.36522466,0.5488516,0.4169094,0.45919868,0.51698613,0.44986397
0.40828124,0.3167101,0.46814167,0.40276745,0.47965088,0.52580565,0.68322647,0.7842125,0.21191601,0.3491062,0.27979052,0.5273158,0.5874706
0.47157928,0.4106302,0.41740137,0.45536947,0.34352708,0.5580717,0.7686611,0.54333687,0.35559088,0.42245662,0.61083746,0.33129188,0.38930658
0.67372864,0.5150691,0.48359972,0.53162915,0.48934403,0.5190969,0.41646987,0.6610948,0.23943633,0.74999136,0.5741936,0.4698615,0.39853948
0.3785303,0.645668,0.5847915,0.43075976,0.59873617,0.43940806,0.52111995,0.54737675,0.7880932,0.3373005,0.36266685,0.47335282,0.44699508
0.5733849,0.8083415,0.55133235,0.3788322,0.50115734,0.27311528,0.43460715,0.36500594,0.5060163,0.65263957,0.42793965,0.71569824,0.6909419
0.5841296,0.26222453,0.5292097,0.63940257,0.6630649,0.7220276,0.76338506,0.37518924,0.38662633,0.4797418,0.8088889,0.31036887,0.27380338
0.6044967,0.3902125,0.4742207,0.6368099,0.3977961,0.6144042,0.60204786,0.39768618,0.58208394,0.43001243,0.7868898,0.4060412,0.4178872
0.6167067,0.40329668,0.41917998,0.50380754,0.66266626,0.49464542,0.52952284,0.5123932,0.5006143,0.55389655,0.63914764,0.512426,0.4336164
0.5481097,0.805421,0.57140535,0.49150866,0.5199595,0.47620726,0.48179996,0.47548825,0.3717552,0.58206034,0.4180221,0.58888465,0.61848176
0.49055377,0.8597061,0.5252727,0.4331803,0.4682686,0.43169627,0.56148934,0.47385848,0.58711874,0.6249663,0.4744959,0.5938743,0.65128297
0.5926076,0.65974045,0.58891845,0.48698646,0.64982957,0.43057364,0.5751569,0.3535995,0.58273506,0.45466715,0.4901356,0.6004511,0.5762985
0.6575287,0.47136042,0.4286126,0.59119856,0.44449654,0.60191065,0.59847903,0.5778103,0.39369887,0.49681783,0.6546364,0.39950046,0.42277396
0.4121088,0.48564085,0.3843689,0.51391846,0.5110063,0.59674513,0.5214239,0.6738674,0.36928344,0.55487263,0.49167535,0.6748453,0.71398723
0.3020735,0.77678335,0.46254504,0.33979115,0.5244433,0.35002998,0.48850256,0.35215265,0.5476229,0.5505348,0.4508172,0.58938503,0.5694634
0.42064425,0.70719737,0.58856213,0.55537,0.52786934,0.4877827,0.35674694,0.26375654,0.56892025,0.53795576,0.5395762,0.6895805,0.65348065
0.58068824,0.40051845,0.39960885,0.5885186,0.57747316,0.60707164,0.50674224,0.6747819,0.49956378,0.29987755,0.52013713,0.3788982,0.3560334
0.40820423,0.86157733,0.51348597,0.40316388,0.33610472,0.356169,0.3664829,0.4802453,0.5256208,0.58621323,0.39406732,0.6056856,0.6291815
0.10299596,0.59452343,0.5116656,0.32432196,0.35629082,0.4514861,0.5771722,0.589375,0.43086812,0.21809673,0.26021707,0.3739771,0.43234092
0.46900484,0.8103827,0.4306224,0.37398297,0.46769437,0.3281911,0.4835323,0.3906675,0.57921326,0.50567734,0.49904603,0.50396043,0.49570245
0.28632188,0.7058113,0.49994534,0.4772668,0.3924326,0.4666297,0.44755054,0.0903544,0.44073176,0.5268836,0.6798657,0.535645,0.49111837
0.7790543,0.5044894,0.46527255,0.65595055,0.5400042,0.56817335,0.43619192,0.53966045,0.5315387,0.6519049,0.7147511,0.5917001,0.565862
0.5388358,0.73609954,0.52264416,0.5035645,0.33814842,0.36364585,0.23687991,0.54012597,0.5630355,0.27138823,0.3369282,0.46842578,0.43903917
0.7490866,0.3491315,0.50963485,0.61786246,0.49556938,0.55348384,0.6136058,0.44884688,0.41998008,0.44868866,0.6737393,0.5188575,0.5076137
0.57420534,0.85202974,0.58409196,0.58474797,0.2907352,0.51856315,0.4116133,0.576632,0.5398027,0.48067677,0.41133308,0.5868728,0.683918
0.3720245,0.74612045,0.53771365,0.33800396,0.31350484,0.26320264,0.3549048,0.42294466,0.52553344,0.49432033,0.36199844,0.54727316,0.50746787
0.5239105,0.6812942,0.6521729,0.4903146,0.49975958,0.5401166,0.67017627,0.5880289,0.43290976,0.41937727,0.35261688,0.43367502,0.48863387
0.43245956,0.2926966,0.46256894,0.3826888,0.3525017,0.4397229,0.7333756,0.65129304,0.3968962,0.17903826,0.32854328,0.5261856,0.5737091
0.37461403,0.65887433,0.5446974,0.37197712,0.44607142,0.3258348,0.36922514,0.50257844,0.5900862,0.32231316,0.32848302,0.40385643,0.33391637
0.41802675,0.8162608,0.59647506,0.47368428,0.5007402,0.46492645,0.40860242,0.56616694,0.54377115,0.5576945,0.29595867,0.7514475,0.8083676
0.32496086,0.6641897,0.60064083,0.51418245,0.4711609,0.50668377,0.34203953,0.41487187,0.3417501,0.3992824,0.33592966,0.61598617,0.6051559
0.7124873,0.2983519,0.4925921,0.6234861,0.5104874,0.516376,0.4352721,0.48701882,0.5210515,0.2597344,0.60183537,0.3821493,0.29292586
0.4877304,0.40013817,0.43478936,0.446838,0.6514261,0.38943455,0.32062328,0.50743634,0.5890784,0.59957445,0.5397676,0.7185131,0.5925631
0.5885447,0.5573031,0.27798975,0.491969,0.5355131,0.43947917,0.23130932,0.7786658,0.53102314,0.39895445,0.44214916,0.40163666,0.31745076
0.64949954,0.356587,0.45664787,0.5135994,0.66293824,0.60320437,0.81435996,0.69179815,0.5528176,0.368609,0.5397767,0.33243328,0.3384543
0.42138782,0.8399749,0.5432292,0.36675832,0.3175754,0.30108795,0.34419042,0.5660476,0.6425761,0.5419909,0.33541763,0.552294,0.55505115
0.67916495,0.35881954,0.6443208,0.5847763,0.422119,0.583627,0.6282493,0.6719897,0.54021347,0.5340609,0.5440281,0.4554363,0.45471382
0.5229006,0.52691215,0.3338266,0.58131623,0.4270394,0.5443212,0.31939566,0.49814445,0.45873836,0.54221064,0.6960138,0.49715924,0.46480167
0.38572645,0.46528354,0.38344288,0.30834788,0.4524883,0.39140227,0.6310662,0.47749996,0.2675732,0.7400815,0.5956737,0.60084623,0.5703687
0.60665005,0.52162623,0.44437468,0.45629787,0.2892217,0.543639,0.7911959,0.8871724,0.4216267,0.30452427,0.36325797,0.31432843,0.42443138
0.3557347,0.65338033,0.57082343,0.4751394,0.5336912,0.5617537,0.6312791,0.3877124,0.35387713,0.42174026,0.47642735,0.4015544,0.41182107
0.39897352,0.40199277,0.41569465,0.3947515,0.41481182,0.51115215,0.662372,0.6931469,0.4146464,0.3934435,0.45043948,0.35567522,0.37078652
0.34463027,0.33349067,0.4416598,0.3471518,0.33271515,0.36473283,0.45526314,0.51430416,0.43486598,0.40558404,0.4803396,0.44327086,0.36893633
0.6078347,0.29637444,0.54428303,0.6210166,0.5891994,0.6392859,0.5965131,0.5740904,0.4982241,0.38712552,0.58635926,0.43356434,0.39896265
0.4992632,0.7342908,0.5209178,0.53644407,0.46013832,0.44988874,0.3956554,0.3319757,0.70779335,0.44386637,0.60155904,0.47811538,0.44113332
0.4514418,0.6204439,0.5614707,0.43975437,0.55922323,0.4711192,0.59438425,0.3552902,0.35702792,0.39175808,0.48137173,0.33509877,0.28699842
0.4286939,0.54480636,0.6817587,0.4778541,0.5322217,0.5006373,0.7444982,0.31102818,0.70990825,0.37372378,0.53385365,0.51100504,0.5105463
0.7215489,0.28898108,0.5505773,0.5441132,0.6609011,0.56002647,0.78390735,0.42855626,0.43798137,0.5246805,0.7112814,0.4099686,0.35693127
0.3706462,0.52072024,0.7627484,0.4924476,0.6418334,0.6042515,0.7746417,0.3825957,0.51676595,0.47816485,0.4658719,0.47863764,0.47170132
0.48412797,0.56724715,0.70154494,0.50490105,0.6215095,0.5223361,0.59801936,0.38520825,0.43592957,0.44462028,0.4373493,0.4914366,0.45027763
0.27230528,0.7372437,0.4793132,0.38137656,0.5728482,0.32870984,0.28901923,0.27556336,0.58507395,0.5413057,0.4479635,0.6901407,0.6058968
0.1118463,0.6771959,0.3908257,0.28066143,0.4641292,0.28816628,0.37869555,0.3382563,0.5115817,0.31694716,0.4042338,0.4832022,0.39679375
0.42862177,0.6445393,0.4844677,0.4276891,0.5386087,0.38581756,0.4661808,0.53436357,0.59579074,0.15643084,0.26519,0.5514393,0.5564279
0.31848398,0.69705164,0.66896737,0.5703349,0.5329132,0.6637337,0.69072634,0.26067078,0.5293522,0.64529455,0.6016239,0.6902142,0.75833416
0.42583895,0.48185685,0.70600414,0.59116155,0.56624043,0.5792551,0.49724078,0.3877534,0.59786856,0.23614964,0.52079296,0.20232363,0.10083108
0.54634374,0.77506834,0.511044,0.4049037,0.62311834,0.34514368,0.52144283,0.46775103,0.8329222,0.49615836,0.47534755,0.5563205,0.53575027
0.5606711,0.51018345,0.374806,0.4854982,0.3997291,0.5265416,0.6655767,0.44918257,0.25600344,0.67354864,0.7007446,0.60721004,0.66597
0.54818445,0.30552974,0.48986995,0.41811502,0.54361194,0.44851267,0.5679679,0.52285314,0.25414163,0.49013227,0.53119934,0.3622791,0.2560879
0.41251218,0.72764486,0.43785304,0.29532522,0.31304035,0.26569024,0.4912756,0.44101757,0.2823079,0.32074195,0.32124493,0.41264614,0.41477394
0.4428335,0.6100876,0.6380278,0.42265952,0.70909554,0.46359763,0.6021261,0.3696495,0.46385118,0.52886146,0.46537888,0.44813684,0.37236002
0.4328715,0.7680731,0.38893962,0.36936617,0.4433556,0.28400183,0.37332344,0.35100102,0.37129903,0.35285956,0.35921478,0.66035444,0.6605233
0.41526288,0.36922076,0.46027315,0.4138843,0.49379072,0.48076323,0.595307,0.52553326,0.39735457,0.5641381,0.5559889,0.54443395,0.5090623
0.34111887,0.66920894,0.5062956,0.3456767,0.5858878,0.34599912,0.53435814,0.37843627,0.6279223,0.41848207,0.4155995,0.54563457,0.50328904
0.69060516,0.32754734,0.5786157,0.80775166,0.8182448,0.86246604,0.6992222,0.45469022,0.619064,0.5845673,0.86913824,0.46398345,0.448219
0.33425853,0.6501909,0.4797356,0.2051467,0.3132036,0.14473806,0.547302,0.38142502,0.4874554,0.3078806,0.2569947,0.6737814,0.6884239
0.38977426,0.2654342,0.46078974,0.5009359,0.6690493,0.5010197,0.4587775,0.3456448,0.76423967,0.42211512,0.713603,0.4824508,0.34430227
0.69375265,0.4647804,0.48622036,0.68191373,0.5295887,0.70600724,0.641883,0.63414055,0.5858941,0.49730963,0.6907463,0.40231627,0.44273514
0.8498114,0.3696344,0.53817064,0.69864726,0.40099198,0.62813675,0.7633743,0.30340397,0.4971413,0.51534045,0.932304,0.34205317,0.36816552
0.56015086,0.48688778,0.42161232,0.5709599,0.23009723,0.5671536,0.48400646,0.62625533,0.2458096,0.4173146,0.5296718,0.4567196,0.5148477
0.67440546,0.94592804,0.49313623,0.61482185,0.4753521,0.55280334,0.49711257,0.40862656,0.62082994,0.6843862,0.6747859,0.57677644,0.65221536
0.4177564,0.38627207,0.3539517,0.518219,0.5229315,0.5672119,0.5318096,0.4698614,0.4247447,0.4043028,0.63282144,0.49508202,0.4805988
0.44279686,0.56374586,0.6763476,0.4538261,0.30690572,0.4620263,0.68722194,0.38574585,0.47753108,0.3080926,0.45121905,0.36803705,0.3852263
0.7539372,0.31382537,0.5295643,0.53430045,0.35129237,0.45656195,0.6789229,0.43804228,0.43748623,0.32512438,0.6354924,0.35192883,0.33124262
0.35321882,0.7632014,0.60191447,0.41091642,0.31715286,0.42625955,0.45816207,0.5432456,0.41646206,0.5137898,0.3144818,0.5300683,0.56593776
0.1732137,0.7033357,0.4739771,0.25186777,0.48326582,0.3188974,0.55452865,0.4607318,0.5141419,0.42885798,0.34145647,0.47091195,0.4393763
0.3694737,0.59628373,0.6645253,0.4696883,0.44414732,0.47334415,0.5395477,0.34492433,0.43332738,0.42205927,0.41318408,0.5665086,0.5540752
0.5921322,0.6766827,0.58978236,0.45993492,0.47449744,0.39160326,0.54634506,0.2114852,0.3475379,0.547186,0.5954398,0.47342315,0.41474646
0.34813538,0.67605835,0.6271908,0.5427224,0.6769208,0.64648545,0.60575277,0.48434323,0.5106287,0.4817708,0.42903027,0.54355705,0.57415
0.28362748,0.71675813,0.43266964,0.31434658,0.41918796,0.23611331,0.35564604,0.32854953,0.60479057,0.3735489,0.35897756,0.6895905,0.654889
0.6100339,0.33271465,0.5602069,0.69812626,0.44660378,0.69778794,0.61382955,0.4633749,0.51405835,0.43614978,0.7214098,0.47157466,0.49406904
0.5029425,0.65287745,0.7707286,0.6631508,0.65205026,0.68947506,0.5613288,0.23779058,0.53451324,0.7290107,0.7049681,0.5221818,0.4725954
0.41363114,0.5367056,0.32935375,0.26312628,0.26566127,0.29589292,0.4886673,0.8874954,0.37698567,0.33628473,0.19319892,0.5008998,0.5139214
0.57876194,0.6533295,0.6712085,0.58471084,0.43012542,0.521722,0.57362586,0.377876,0.5995828,0.4228605,0.50707316,0.6031144,0.63875705
0.40571308,0.37913388,0.42423707,0.50919193,0.50953245,0.5694546,0.5987439,0.3503886,0.4979509,0.57437575,0.7741003,0.50066763,0.47435004
0.44531557,0.7650153,0.54499644,0.3403558,0.547157,0.3348083,0.56902426,0.47078615,0.62483764,0.5669089,0.39259085,0.6013022,0.6029753
0.56402063,0.6680466,0.60793537,0.6514283,0.51007015,0.5585606,0.44710177,0.2091444,0.59016216,0.449129,0.656652,0.60490024,0.58624345
0.47768065,0.8750203,0.46053237,0.43921915,0.5044669,0.3801758,0.4377656,0.45260566,0.694051,0.5544052,0.44064623,0.74590707,0.7988044
0.38460708,0.5577536,0.63215715,0.35916692,0.43325552,0.37743834,0.49805552,0.7430263,0.47153425,0.1970833,0.124163896,0.35703456,0.3501382
0.37141252,0.64151233,0.6757832,0.3934912,0.5429317,0.43168992,0.61521715,0.49160737,0.6720964,0.5219902,0.38679084,0.5114277,0.49185747
0.30321506,0.5619179,0.58928484,0.34422547,0.5120134,0.48490253,0.70418954,0.61860514,0.30920693,0.30503166,0.25887644,0.3311654,0.3560261
0.48384687,0.39109954,0.55914235,0.55826056,0.56063455,0.6077533,0.5880304,0.56706005,0.6984265,0.6493843,0.6483455,0.621579,0.6126331
0.5339038,0.47073737,0.4816141,0.3488655,0.26407123,0.3545406,0.547645,0.7556994,0.4199852,0.50114065,0.36498725,0.4785867,0.47430795
0.5241558,0.42012408,0.43807453,0.46103022,0.42846543,0.46597165,0.49534255,0.59738004,0.44134855,0.48939395,0.53200054,0.46567568,0.429973
0.37580168,0.77400035,0.52164686,0.37864217,0.58631986,0.3796312,0.6006571,0.37317708,0.7571826,0.5817988,0.46832988,0.7286358,0.7539935
0.5321453,0.698803,0.6153362,0.50479305,0.4269966,0.49384794,0.56529546,0.36923283,0.2966761,0.5002311,0.48232034,0.48053598,0.4932472
0.5813513,0.6223742,0.5200797,0.37254292,0.6303373,0.2666154,0.44332546,0.29512173,0.51980686,0.39282218,0.49504793,0.40291286,0.26280347
0.41780484,0.3725558,0.39573783,0.419585,0.6195394,0.49273762,0.5224005,0.5093565,0.24621665,0.5752595,0.56087565,0.5098947,0.4213143
0.8313011,0.591679,0.43790942,0.6465114,0.5423775,0.5114695,0.38318783,0.5011222,0.72815025,0.78095245,0.8252597,0.60847855,0.56200725
0.7709955,0.35878187,0.4734996,0.60317945,0.4400691,0.5340519,0.66722906,0.5569953,0.7935841,0.24732831,0.6527412,0.32546148,0.3274952
0.65214574,0.45089886,0.4902538,0.57804525,0.68789804,0.5729772,0.52445155,0.6645748,0.6829097,0.6256143,0.58811253,0.6444463,0.6150476
0.7840174,0.5267591,0.5430807,0.6470951,0.27155796,0.5682116,0.5162962,0.6605771,0.5263711,0.6011429,0.6254156,0.52753854,0.5850642
0.6380496,0.45941055,0.5365258,0.59182984,0.34492463,0.5541821,0.48213798,0.66319907,0.61628366,0.5204231,0.5807395,0.466339,0.4728757
0.47753945,0.6164774,0.7411607,0.61707497,0.50265026,0.6723143,0.61163723,0.46254474,0.43384194,0.4694075,0.48636764,0.41445535,0.4350943
0.30837163,0.6466651,0.5456193,0.37171912,0.5304759,0.3873704,0.51490057,0.28232944,0.52837884,0.48357785,0.5073319,0.45935833,0.38593647
0.4775429,0.34412336,0.5842949,0.47657156,0.39739752,0.5192925,0.6109902,0.52884245,0.52633977,0.5872349,0.6072307,0.46776706,0.438591
0.35682932,0.64168733,0.7194068,0.48122528,0.4749984,0.5206841,0.58877754,0.42356515,0.6147877,0.55671245,0.45222673,0.5388791,0.53706247
0.55493927,0.87337047,0.50761604,0.4453699,0.7071595,0.3845212,0.36623085,0.35985947,0.4787844,0.74206346,0.48452157,0.7422342,0.7053841
0.4844527,0.68251413,0.5712912,0.45034826,0.56625897,0.40187332,0.5033954,0.32648045,0.58674324,0.4989938,0.5030389,0.57323986,0.53059566
0.7669451,0.44107533,0.49319136,0.7117457,0.5854971,0.6726485,0.5608103,0.45997983,0.4175349,0.60878223,0.77014005,0.5660914,0.56843984
0.4659023,0.32858077,0.43946284,0.47117797,0.38189566,0.5073055,0.6907526,0.47043103,0.4276613,0.35344127,0.57208896,0.5395861,0.5791718
0.31323472,0.81212056,0.4635346,0.28830054,0.34619328,0.2543472,0.32478386,0.47844368,0.4805495,0.5142437,0.3468546,0.45294812,0.4039891
0.527058,0.26342803,0.46013653,0.46434718,0.62906253,0.5016457,0.6218498,0.4705115,0.3126397,0.40228844,0.5556512,0.45929506,0.38111314
0.62047076,0.49856398,0.50474113,0.5836503,0.4270009,0.62204546,0.61595935,0.6004724,0.5223719,0.66039973,0.703773,0.4083904,0.43026984
0.49502543,0.21712655,0.52114785,0.5798585,0.6336345,0.62526715,0.6476366,0.2651046,0.42900828,0.4632191,0.8231671,0.3289056,0.23016387
0.7969734,0.24356568,0.637858,0.6551201,0.70114166,0.59212726,0.6923058,0.43903285,0.63301146,0.508232,0.7047914,0.5925171,0.53817976
0.6602371,0.37423116,0.46745777,0.51772773,0.6130598,0.55969185,0.6993606,0.6212367,0.6009984,0.43003848,0.6078349,0.30176535,0.26148885
0.39250204,0.50636506,0.35079932,0.42901516,0.391259,0.50603026,0.4900431,0.7457837,0.5105376,0.44214308,0.4590373,0.41698647,0.431015
0.48366788,0.74587804,0.4304679,0.36679143,0.4425717,0.3052779,0.4780376,0.45435643,0.5870415,0.32716694,0.41757986,0.431665,0.41840023
0.73965955,0.38478604,0.54612976,0.6962433,0.583078,0.67498946,0.5698289,0.55155176,0.6176852,0.4900005,0.73583126,0.32817757,0.2835389
0.62507236,0.19848906,0.68451136,0.7488815,0.6618239,0.760258,0.7491142,0.33149815,0.7676097,0.4774415,0.8664465,0.4760348,0.450024
0.5917572,0.32794335,0.5126511,0.66527116,0.55717874,0.66696,0.46545452,0.5121024,0.4462835,0.38870737,0.6729323,0.28455487,0.20430475
0.4936684,0.7359986,0.5722644,0.3933097,0.4880627,0.34821907,0.52705926,0.49959064,0.6190227,0.46970212,0.3423512,0.6502813,0.67306197
0.38505986,0.7940108,0.50621396,0.3973146,0.47582203,0.42063653,0.51346606,0.5369247,0.53268945,0.4776532,0.3555252,0.5590194,0.6016778
0.51598424,0.3330528,0.59251463,0.6573695,0.7095227,0.77134913,0.7758958,0.49385917,0.6300535,0.6404601,0.73817897,0.6475859,0.68413514
0.3656974,0.6868779,0.7356362,0.6417918,0.5207357,0.7111066,0.6037885,0.37591285,0.6289338,0.62860906,0.57319844,0.6275344,0.68146956
0.67222226,0.46030706,0.48510015,0.59683114,0.48815617,0.61923414,0.6821637,0.6659279,0.6269324,0.49611872,0.6201082,0.46524712,0.5170569
0.56422263,0.3182149,0.48612183,0.56376296,0.66273075,0.57076025,0.62620425,0.30197412,0.5605563,0.5891642,0.8222581,0.52748114,0.45480126
0.5831739,0.3293761,0.49968863,0.56184477,0.3403828,0.4738176,0.53164846,0.32274538,0.67895687,0.39255682,0.75418234,0.4779745,0.4437508
0.5855725,0.48412627,0.40650487,0.5011612,0.49176002,0.4776451,0.44616348,0.52005965,0.5112375,0.609404,0.67459035,0.45299113,0.38950592
0.48406354,0.703614,0.6443206,0.54051644,0.40188175,0.5354647,0.54992676,0.5047151,0.5640404,0.43970156,0.4360404,0.49265653,0.5378737
0.54650456,0.6670004,0.61789036,0.4959703,0.542998,0.40364605,0.52194285,0.16427515,0.57256794,0.5773534,0.60749614,0.6949722,0.64849824
0.6769702,0.52652705,0.45198804,0.541096,0.16601638,0.53408694,0.6378765,0.7542149,0.18884045,0.31294474,0.40876615,0.42481217,0.5292572
0.5524323,0.3462844,0.53223795,0.4700645,0.40822586,0.53474236,0.7154062,0.57306385,0.4038442,0.4711725,0.5789894,0.3174737,0.3080623
0.55367184,0.8010326,0.46027577,0.49801052,0.32094514,0.39756566,0.40234184,0.402901,0.2961359,0.36639187,0.38455522,0.6611817,0.7287188
0.6728735,0.41187647,0.4372186,0.52534133,0.5411724,0.49900666,0.6269945,0.4845081,0.49212867,0.5322885,0.6645496,0.55434793,0.5422508
0.5407436,0.46642023,0.4542799,0.45572907,0.3647788,0.54331475,0.76240635,0.78550184,0.62232256,0.39603305,0.4688163,0.38087162,0.46400434
0.5196231,0.7273919,0.65901625,0.67270213,0.27140838,0.5637055,0.41170007,0.3988018,0.852757,0.41411904,0.59142315,0.5561426,0.60285074
0.43092325,0.6732934,0.5481695,0.471361,0.62602544,0.486942,0.4974659,0.5243889,0.5626031,0.3416496,0.36901176,0.45491663,0.43525475
0.16805378,0.7102962,0.5591967,0.4724951,0.45056704,0.49303713,0.36372802,0.24664244,0.59288394,0.56513953,0.55753696,0.5725275,0.51978225
0.59106517,0.29044074,0.59808725,0.60197353,0.50426525,0.6114611,0.54823995,0.6621226,0.6703862,0.35190582,0.533485,0.3381221,0.28420913
0.74672836,0.36936316,0.5001356,0.70792675,0.6129407,0.63347745,0.6062938,0.37058848,0.85464346,0.44889107,0.88092625,0.4293555,0.39063555
0.373205,0.7049015,0.67036307,0.5486283,0.6630859,0.60888994,0.67888093,0.13743638,0.74887633,0.79905087,0.78881013,0.6226212,0.59859544
0.51394135,0.6871992,0.63144356,0.55535173,0.4793076,0.5825963,0.56356645,0.5347524,0.399089,0.3998748,0.41005337,0.4110977,0.4484474
0.36878744,0.3947351,0.43076152,0.5623567,0.66407436,0.66181386,0.5274608,0.6149694,0.7047857,0.47157568,0.6106212,0.49803588,0.4711156
0.41187897,0.595884,0.5842027,0.3455404,0.47750455,0.38424024,0.6552783,0.6785101,0.48666155,0.2385396,0.17100507,0.52615625,0.6067379
0.72876054,0.4556798,0.5300297,0.73121935,0.6871186,0.7582305,0.62171966,0.3574983,0.38937438,0.8270561,0.94426703,0.49892202,0.47447914
0.47326013,0.25618696,0.674958,0.6349331,0.5986145,0.7753214,0.7479648,0.5493462,0.379592,0.5920993,0.6381695,0.4739847,0.4750842
0.30079573,0.71960264,0.5566212,0.535415,0.6919373,0.5652096,0.46099687,0.40251553,0.7386912,0.48947436,0.46412814,0.723765,0.7341274
0.46885392,0.57065475,0.614602,0.45920444,0.613036,0.48094088,0.7174441,0.27990344,0.5374036,0.39781153,0.53176266,0.51617086,0.5001496
0.39727744,0.7724345,0.47018033,0.4710066,0.7016049,0.42313394,0.32833666,0.3124171,0.7316017,0.56336194,0.5734827,0.5761706,0.48774344
0.4676315,0.5612577,0.5591009,0.4545017,0.8211535,0.49233913,0.6076783,0.2860564,0.3953165,0.38225242,0.5048287,0.41948482,0.3268267
0.5814878,0.35417992,0.4459502,0.5323551,0.55528927,0.54353535,0.5131602,0.5855124,0.34022728,0.40218738,0.53363,0.40972033,0.35128003
0.5327274,0.6081959,0.6786842,0.48715335,0.7245407,0.505012,0.6359719,0.32488364,0.38812146,0.55284363,0.4744069,0.5761698,0.5328044
0.72018844,0.80247205,0.47444892,0.5856975,0.68183255,0.4623343,0.4153005,0.45675427,0.7188854,0.41074055,0.5183606,0.5917194,0.5840204
0.65321815,0.46140626,0.3998053,0.5236904,0.66005325,0.542734,0.6316924,0.658464,0.576475,0.51999974,0.5664493,0.5771132,0.58197737
0.40701595,0.7690216,0.5820184,0.45383954,0.2401765,0.4009952,0.4137606,0.5192184,0.5118669,0.4356647,0.31800696,0.6392466,0.7042398
0.6732595,0.47191897,0.441769,0.6573752,0.5025823,0.6870241,0.6029682,0.7257513,0.5438067,0.3739001,0.58712554,0.32908028,0.36991614
0.5068464,0.543393,0.32489383,0.3431455,0.5008404,0.39287174,0.53018147,0.83744186,0.41100818,0.50472003,0.33459032,0.5364186,0.53113574
0.481657,0.9223092,0.33354372,0.27061698,0.42549545,0.18281327,0.488801,0.3890872,0.6497965,0.5517568,0.44013637,0.71001744,0.7509624
0.4382247,0.67632115,0.48243636,0.35799956,0.6329317,0.40102342,0.654077,0.57355124,0.4539963,0.2934673,0.25745422,0.57725537,0.6344126
0.6397364,0.53190017,0.8681069,0.67844766,0.37941095,0.64669424,0.70568246,0.42250884,0.6349654,0.34885406,0.5380584,0.3723634,0.40718538
0.5355914,0.79042894,0.42506045,0.42775026,0.4692219,0.39030844,0.522427,0.5073731,0.44400808,0.32672796,0.36136577,0.5438721,0.60192686
0.60436416,0.69312304,0.6687413,0.7015108,0.63489753,0.660424,0.4611053,0.46655345,0.6852937,0.45477852,0.54164994,0.55130124,0.5609163
